Ensembl Protein ID	Ensembl Gene ID	HGNC symbol
ENSP00000314813	ENSG00000104904	OAZ1
ENSP00000314827	ENSG00000215304	FAM7A1
ENSP00000314829	ENSG00000176973	FAM89B
ENSP00000314837	ENSG00000174996	KLC2
ENSP00000314879	ENSG00000179148	ALOXE3
ENSP00000314897	ENSG00000091879	ANGPT2
ENSP00000314901	ENSG00000175928	LRRN1
ENSP00000314910	ENSG00000050165	DKK3
ENSP00000314914	ENSG00000178171	FAM123C
ENSP00000314946	ENSG00000177519	RPRM
ENSP00000314949	ENSG00000181222	POLR2A
ENSP00000314971	ENSG00000166012	TAF1D
ENSP00000314976	ENSG00000016402	IL20RA
ENSP00000314992	ENSG00000180245	RRH
ENSP00000315006	ENSG00000137860	SLC28A2
ENSP00000315011	ENSG00000151617	EDNRA
ENSP00000315013	ENSG00000095321	CRAT
ENSP00000315017	ENSG00000169288	MRPL1
ENSP00000315035	ENSG00000178125	PPP1R42
ENSP00000315047	ENSG00000176695	OR4F17
ENSP00000315064	ENSG00000177383	MAGEF1
ENSP00000315070	ENSG00000177291	GJD4
ENSP00000315081	ENSG00000179564	C3orf45
ENSP00000315098	ENSG00000181562	EDDM3A
ENSP00000315106	ENSG00000180998	GPR137C
ENSP00000315111	ENSG00000180190	C8orf42
ENSP00000315112	ENSG00000092098	RNF31
ENSP00000315118	ENSG00000123815	ADCK4
ENSP00000315130	ENSG00000120885	CLU
ENSP00000315136	ENSG00000011132	APBA3
ENSP00000315137	ENSG00000163082	SGPP2
ENSP00000315147	ENSG00000105655	ISYNA1
ENSP00000315152	ENSG00000172878	METAP1D
ENSP00000315167	ENSG00000179477	ALOX12B
ENSP00000315173	ENSG00000147124	ZNF41
ENSP00000315182	ENSG00000144736	SHQ1
ENSP00000315203	ENSG00000175874	CREG2
ENSP00000315212	ENSG00000063978	RNF4
ENSP00000315214	ENSG00000179253	
ENSP00000315232	ENSG00000180279	
ENSP00000315247	ENSG00000180219	FAM71C
ENSP00000315263	ENSG00000139433	GLTP
ENSP00000315265	ENSG00000178690	C18orf26
ENSP00000315299	ENSG00000178363	CALML3
ENSP00000315325	ENSG00000116584	ARHGEF2
ENSP00000315351	ENSG00000180902	D2HGDH
ENSP00000315357	ENSG00000177917	ARL6IP6
ENSP00000315370	ENSG00000178776	C5orf46
ENSP00000315371	ENSG00000171714	ANO5
ENSP00000315379	ENSG00000117360	PRPF3
ENSP00000315383	ENSG00000244617	ASPRV1
ENSP00000315386	ENSG00000178202	KDELC2
ENSP00000315387	ENSG00000181284	TMEM102
ENSP00000315397	ENSG00000102738	MRPS31
ENSP00000315410	ENSG00000070882	OSBPL3
ENSP00000315417	ENSG00000180318	ALX1
ENSP00000315442	ENSG00000012504	NR1H4
ENSP00000315465	ENSG00000177103	DSCAML1
ENSP00000315474	ENSG00000179144	GIMAP7
ENSP00000315476	ENSG00000178896	EXOSC4
ENSP00000315477	ENSG00000090659	CD209
ENSP00000315505	ENSG00000181666	HKR1
ENSP00000315554	ENSG00000181323	SPEM1
ENSP00000315557	ENSG00000177673	C2orf57
ENSP00000315568	ENSG00000105778	AVL9
ENSP00000315569	ENSG00000144535	DIS3L2
ENSP00000315602	ENSG00000080644	CHRNA3
ENSP00000315614	ENSG00000177459	C8orf47
ENSP00000315615	ENSG00000179841	AKAP5
ENSP00000315626	ENSG00000178882	FAM101A
ENSP00000315627	ENSG00000122490	PQLC1
ENSP00000315630	ENSG00000133789	SWAP70
ENSP00000315635	ENSG00000149582	TMEM25
ENSP00000315644	ENSG00000176890	TYMS
ENSP00000315654	ENSG00000178342	KCNG2
ENSP00000315659	ENSG00000107554	DNMBP
ENSP00000315664	ENSG00000154957	ZNF18
ENSP00000315669	ENSG00000180846	C19orf34
ENSP00000315674	ENSG00000087269	NOP14
ENSP00000315680	ENSG00000112357	PEX7
ENSP00000315693	ENSG00000217930	PAM16
ENSP00000315700	ENSG00000159259	CHAF1B
ENSP00000315702	ENSG00000115540	MOB4
ENSP00000315713	ENSG00000084112	SSH1
ENSP00000315731	ENSG00000176845	METRNL
ENSP00000315743	ENSG00000138764	CCNG2
ENSP00000315757	ENSG00000136167	LCP1
ENSP00000315768	ENSG00000170581	STAT2
ENSP00000315774	ENSG00000110717	NDUFS8
ENSP00000315775	ENSG00000103051	COG4
ENSP00000315791	ENSG00000176102	CSTF3
ENSP00000315794	ENSG00000176753	C15orf56
ENSP00000315835	ENSG00000178234	GALNT11
ENSP00000315859	ENSG00000205937	RNPS1
ENSP00000315870	ENSG00000176472	ZNF575
ENSP00000315878	ENSG00000110077	MS4A6A
ENSP00000315906	ENSG00000179886	TIGD5
ENSP00000315915	ENSG00000177721	C5orf39
ENSP00000315925	ENSG00000144591	GMPPA
ENSP00000315931	ENSG00000158467	AHCYL2
ENSP00000315945	ENSG00000177675	CD163L1
ENSP00000315949	ENSG00000175879	HOXD8
ENSP00000315950	ENSG00000105982	RNF32
ENSP00000315955	ENSG00000125798	FOXA2
ENSP00000315988	ENSG00000177990	DPY19L2
ENSP00000315997	ENSG00000104972	LILRB1
ENSP00000316007	ENSG00000227500	SCAMP4
ENSP00000316012	ENSG00000178287	SPAG11A
ENSP00000316021	ENSG00000187838	PLSCR3
ENSP00000316029	ENSG00000137076	TLN1
ENSP00000316030	ENSG00000082293	COL19A1
ENSP00000316032	ENSG00000110713	NUP98
ENSP00000316042	ENSG00000177733	HNRNPA0
ENSP00000316053	ENSG00000179407	DNAJB8
ENSP00000316054	ENSG00000161202	DVL3
ENSP00000316092	ENSG00000137411	VARS2
ENSP00000316098	ENSG00000175892	
ENSP00000316101	ENSG00000176984	
ENSP00000316109	ENSG00000164252	AGGF1
ENSP00000316114	ENSG00000176476	CCDC101
ENSP00000316121	ENSG00000134690	CDCA8
ENSP00000316130	ENSG00000181392	C19orf46
ENSP00000316136	ENSG00000151704	KCNJ1
ENSP00000316137	ENSG00000189269	C22orf43
ENSP00000316152	ENSG00000168484	SFTPC
ENSP00000316173	ENSG00000176597	B3GNT5
ENSP00000316176	ENSG00000177889	UBE2N
ENSP00000316193	ENSG00000163687	DNASE1L3
ENSP00000316202	ENSG00000007216	SLC13A2
ENSP00000316203	ENSG00000100003	SEC14L2
ENSP00000316224	ENSG00000138380	ALS2CR8
ENSP00000316228	ENSG00000104938	CLEC4M
ENSP00000316237	ENSG00000150636	CCDC102B
ENSP00000316240	ENSG00000135392	DNAJC14
ENSP00000316244	ENSG00000178394	HTR1A
ENSP00000316262	ENSG00000213563	C8orf82
ENSP00000316284	ENSG00000181733	OR2Z1
ENSP00000316328	ENSG00000179583	CIITA
ENSP00000316329	ENSG00000145284	SCD5
ENSP00000316333	ENSG00000196352	CD55
ENSP00000316338	ENSG00000175866	BAIAP2
ENSP00000316339	ENSG00000116882	HAO2
ENSP00000316357	ENSG00000124486	USP9X
ENSP00000316377	ENSG00000170579	DLGAP1
ENSP00000316395	ENSG00000183317	EPHA10
ENSP00000316426	ENSG00000108292	MLLT6
ENSP00000316454	ENSG00000175115	PACS1
ENSP00000316457	ENSG00000176659	C20orf197
ENSP00000316460	ENSG00000082074	FYB
ENSP00000316464	ENSG00000142765	SYTL1
ENSP00000316465	ENSG00000176912	C18orf56
ENSP00000316476	ENSG00000143753	DEGS1
ENSP00000316482	ENSG00000151364	KCTD14
ENSP00000316496	ENSG00000176566	DCAF4L2
ENSP00000316518	ENSG00000179468	OR9A2
ENSP00000316520	ENSG00000116748	AMPD1
ENSP00000316527	ENSG00000180357	ZNF609
ENSP00000316532	ENSG00000181291	TMEM132E
ENSP00000316543	ENSG00000173166	RAPH1
ENSP00000316578	ENSG00000178691	SUZ12
ENSP00000316589	ENSG00000141084	RANBP10
ENSP00000316590	ENSG00000176134	
ENSP00000316596	ENSG00000177058	SLC38A9
ENSP00000316605	ENSG00000170289	CNGB3
ENSP00000316609	ENSG00000175854	SWI5
ENSP00000316628	ENSG00000176641	RNF152
ENSP00000316644	ENSG00000180697	C3orf22
ENSP00000316647	ENSG00000176563	CNTD1
ENSP00000316649	ENSG00000130703	OSBPL2
ENSP00000316664	ENSG00000162729	IGSF8
ENSP00000316670	ENSG00000073737	DHRS9
ENSP00000316674	ENSG00000181786	ACTL9
ENSP00000316675	ENSG00000213413	PVRIG
ENSP00000316681	ENSG00000166004	KIAA1731
ENSP00000316699	ENSG00000068724	TTC7A
ENSP00000316729	ENSG00000126785	RHOJ
ENSP00000316737	ENSG00000172155	LCE1D
ENSP00000316740	ENSG00000137473	TTC29
ENSP00000316746	ENSG00000180644	PRF1
ENSP00000316772	ENSG00000180448	HMHA1
ENSP00000316775	ENSG00000175877	WBSCR28
ENSP00000316779	ENSG00000136717	BIN1
ENSP00000316782	ENSG00000142794	NBPF3
ENSP00000316786	ENSG00000176387	HSD11B2
ENSP00000316794	ENSG00000179300	ZCCHC5
ENSP00000316809	ENSG00000174238	PITPNA
ENSP00000316842	ENSG00000177045	SIX5
ENSP00000316845	ENSG00000136002	ARHGEF4
ENSP00000316854	ENSG00000177556	ATOX1
ENSP00000316861	ENSG00000046653	GPM6B
ENSP00000316879	ENSG00000114867	EIF4G1
ENSP00000316881	ENSG00000090530	LEPREL1
ENSP00000316891	ENSG00000064042	LIMCH1
ENSP00000316898	ENSG00000177627	C12orf54
ENSP00000316905	ENSG00000164466	SFXN1
ENSP00000316909	ENSG00000179520	SLC17A8
ENSP00000316924	ENSG00000154930	ACSS1
ENSP00000316938	ENSG00000167968	DNASE1L2
ENSP00000316940	ENSG00000179363	TMEM31
ENSP00000316948	ENSG00000113240	CLK4
ENSP00000316950	ENSG00000104177	MYEF2
ENSP00000316955	ENSG00000188269	OR7A5
ENSP00000316959	ENSG00000177596	
ENSP00000316983	ENSG00000122012	SV2C
ENSP00000316990	ENSG00000181029	TRAPPC5
ENSP00000317000	ENSG00000136404	TM6SF1
ENSP00000317027	ENSG00000176928	GCNT4
ENSP00000317039	ENSG00000178966	RMI1
ENSP00000317087	ENSG00000165406	MARCH8
ENSP00000317110	ENSG00000241563	CORT
ENSP00000317121	ENSG00000160325	C9orf7
ENSP00000317123	ENSG00000144028	SNRNP200
ENSP00000317125	ENSG00000213967	ZNF726
ENSP00000317128	ENSG00000004399	PLXND1
ENSP00000317141	ENSG00000178695	KCTD12
ENSP00000317144	ENSG00000083535	PIBF1
ENSP00000317145	ENSG00000168621	GDNF
ENSP00000317156	ENSG00000101639	CEP192
ENSP00000317159	ENSG00000179091	CYC1
ENSP00000317170	ENSG00000180346	TIGD2
ENSP00000317175	ENSG00000175985	PLEKHD1
ENSP00000317177	ENSG00000179598	PLD6
ENSP00000317199	ENSG00000031544	NR2E3
ENSP00000317214	ENSG00000077274	CAPN6
ENSP00000317224	ENSG00000179134	SAMD4B
ENSP00000317232	ENSG00000141756	FKBP10
ENSP00000317235	ENSG00000178734	
ENSP00000317257	ENSG00000214078	CPNE1
ENSP00000317271	ENSG00000180398	MCFD2
ENSP00000317272	ENSG00000105976	MET
ENSP00000317287	ENSG00000181215	C4orf50
ENSP00000317289	ENSG00000178397	C7orf70
ENSP00000317300	ENSG00000176454	LPCAT4
ENSP00000317301	ENSG00000163964	PIGX
ENSP00000317310	ENSG00000157782	CABP1
ENSP00000317327	ENSG00000160185	UBASH3A
ENSP00000317331	ENSG00000180879	SSR4
ENSP00000317332	ENSG00000178996	SNX18
ENSP00000317333	ENSG00000178403	NEUROG2
ENSP00000317334	ENSG00000120438	TCP1
ENSP00000317337	ENSG00000178789	CD300LB
ENSP00000317357	ENSG00000179055	OR13D1
ENSP00000317376	ENSG00000181991	MRPS11
ENSP00000317379	ENSG00000115419	GLS
ENSP00000317382	ENSG00000180773	SLC36A4
ENSP00000317385	ENSG00000180481	GLIPR1L2
ENSP00000317404	ENSG00000180767	CHST13
ENSP00000317431	ENSG00000176177	ENTHD1
ENSP00000317439	ENSG00000146910	CNPY1
ENSP00000317442	ENSG00000135686	KLHL36
ENSP00000317445	ENSG00000178597	PSAPL1
ENSP00000317468	ENSG00000176108	CHMP6
ENSP00000317473	ENSG00000137955	RABGGTB
ENSP00000317482	ENSG00000177693	OR4F4
ENSP00000317498	ENSG00000179046	TRIML2
ENSP00000317542	ENSG00000234769	WASH4P
ENSP00000317564	ENSG00000176401	EID2B
ENSP00000317566	ENSG00000178177	LCORL
ENSP00000317578	ENSG00000100077	ADRBK2
ENSP00000317579	ENSG00000140688	C16orf58
ENSP00000317580	ENSG00000181965	NEUROG1
ENSP00000317595	ENSG00000179636	TPPP2
ENSP00000317614	ENSG00000178163	ZNF518B
ENSP00000317619	ENSG00000179630	LACC1
ENSP00000317636	ENSG00000108469	RECQL5
ENSP00000317659	ENSG00000143774	GUK1
ENSP00000317671	ENSG00000180116	C12orf40
ENSP00000317674	ENSG00000100342	APOL1
ENSP00000317684	ENSG00000134940	ACRV1
ENSP00000317686	ENSG00000179059	ZFP42
ENSP00000317691	ENSG00000178718	RPP25
ENSP00000317714	ENSG00000103496	STX4
ENSP00000317721	ENSG00000179761	PIPOX
ENSP00000317743	ENSG00000180423	HARBI1
ENSP00000317768	ENSG00000178636	
ENSP00000317780	ENSG00000178741	COX5A
ENSP00000317790	ENSG00000137877	SPTBN5
ENSP00000317817	ENSG00000095370	SH2D3C
ENSP00000317818	ENSG00000139200	C12orf53
ENSP00000317836	ENSG00000176532	PRR15
ENSP00000317842	ENSG00000172831	CES2
ENSP00000317872	ENSG00000122257	RBBP6
ENSP00000317891	ENSG00000145901	TNIP1
ENSP00000317895	ENSG00000215853	RPTN
ENSP00000317902	ENSG00000166037	CEP57
ENSP00000317903	ENSG00000179912	R3HDM2
ENSP00000317904	ENSG00000104812	GYS1
ENSP00000317905	ENSG00000179294	C17orf96
ENSP00000317912	ENSG00000178078	STAP2
ENSP00000317943	ENSG00000180869	C1orf180
ENSP00000317955	ENSG00000102189	EEA1
ENSP00000317980	ENSG00000080854	IGSF9B
ENSP00000317985	ENSG00000134318	ROCK2
ENSP00000317992	ENSG00000188976	NOC2L
ENSP00000317997	ENSG00000137857	DUOX1
ENSP00000318016	ENSG00000164961	KIAA0196
ENSP00000318029	ENSG00000181781	ODF3L2
ENSP00000318032	ENSG00000179673	RPRML
ENSP00000318057	ENSG00000179388	EGR3
ENSP00000318066	ENSG00000001561	ENPP4
ENSP00000318075	ENSG00000104886	PLEKHJ1
ENSP00000318077	ENSG00000176136	MC5R
ENSP00000318085	ENSG00000172273	HINFP
ENSP00000318086	ENSG00000129680	MAP7D3
ENSP00000318089	ENSG00000145012	LPP
ENSP00000318094	ENSG00000010803	SCMH1
ENSP00000318113	ENSG00000177300	CLDN22
ENSP00000318115	ENSG00000105197	TIMM50
ENSP00000318119	ENSG00000180539	C9orf139
ENSP00000318128	ENSG00000186222	CNO
ENSP00000318131	ENSG00000182013	PNMAL1
ENSP00000318142	ENSG00000180549	FUT7
ENSP00000318147	ENSG00000116406	EDEM3
ENSP00000318154	ENSG00000178988	MRFAP1L1
ENSP00000318158	ENSG00000062582	MRPS24
ENSP00000318165	ENSG00000135506	OS9
ENSP00000318176	ENSG00000180228	PRKRA
ENSP00000318177	ENSG00000107164	FUBP3
ENSP00000318182	ENSG00000182646	FAM156A
ENSP00000318185	ENSG00000116212	LRRC42
ENSP00000318195	ENSG00000115053	NCL
ENSP00000318197	ENSG00000152086	TUBA3E
ENSP00000318212	ENSG00000173826	KCNH6
ENSP00000318222	ENSG00000177108	ZDHHC22
ENSP00000318227	ENSG00000132716	DCAF8
ENSP00000318262	ENSG00000121749	TBC1D15
ENSP00000318264	ENSG00000115459	ELMOD3
ENSP00000318279	ENSG00000179755	
ENSP00000318297	ENSG00000175792	RUVBL1
ENSP00000318298	ENSG00000112773	FAM46A
ENSP00000318313	ENSG00000110497	AMBRA1
ENSP00000318318	ENSG00000178802	MPI
ENSP00000318340	ENSG00000181495	
ENSP00000318351	ENSG00000083123	BCKDHB
ENSP00000318352	ENSG00000179010	MRFAP1
ENSP00000318355	ENSG00000143595	AQP10
ENSP00000318373	ENSG00000163795	ZNF513
ENSP00000318374	ENSG00000167615	LENG8
ENSP00000318395	ENSG00000178722	C5orf64
ENSP00000318406	ENSG00000142687	KIAA0319L
ENSP00000318409	ENSG00000106565	TMEM176B
ENSP00000318415	ENSG00000213516	RBMXL1
ENSP00000318423	ENSG00000140471	LINS
ENSP00000318429	ENSG00000105479	CCDC114
ENSP00000318437	ENSG00000181617	C4orf7
ENSP00000318445	ENSG00000008513	ST3GAL1
ENSP00000318472	ENSG00000149294	NCAM1
ENSP00000318480	ENSG00000136758	YME1L1
ENSP00000318486	ENSG00000176749	CDK5R1
ENSP00000318502	ENSG00000176679	TGIF2LY
ENSP00000318520	ENSG00000155066	PROM2
ENSP00000318557	ENSG00000124067	SLC12A4
ENSP00000318585	ENSG00000186318	BACE1
ENSP00000318602	ENSG00000099256	PRTFDC1
ENSP00000318604	ENSG00000179632	MAF1
ENSP00000318607	ENSG00000179241	LDLRAD3
ENSP00000318615	ENSG00000178809	TRIM73
ENSP00000318629	ENSG00000155975	VPS37A
ENSP00000318631	ENSG00000025423	HSD17B6
ENSP00000318635	ENSG00000177688	SUMO4
ENSP00000318641	ENSG00000143624	INTS3
ENSP00000318646	ENSG00000134419	RPS15A
ENSP00000318650	ENSG00000180875	GREM2
ENSP00000318674	ENSG00000127585	FBXL16
ENSP00000318684	ENSG00000019102	VSIG2
ENSP00000318687	ENSG00000120694	HSPH1
ENSP00000318690	ENSG00000005436	C2orf3
ENSP00000318697	ENSG00000176014	TUBB6
ENSP00000318716	ENSG00000177138	FAM9B
ENSP00000318723	ENSG00000079156	OSBPL6
ENSP00000318753	ENSG00000180083	WFDC11
ENSP00000318770	ENSG00000178301	AQP11
ENSP00000318775	ENSG00000053900	ANAPC4
ENSP00000318799	ENSG00000180828	BHLHE22
ENSP00000318804	ENSG00000176390	CRLF3
ENSP00000318821	ENSG00000179562	GCC1
ENSP00000318822	ENSG00000015475	BID
ENSP00000318834	ENSG00000176231	OR10H4
ENSP00000318846	ENSG00000176009	ASCL3
ENSP00000318852	ENSG00000162813	BPNT1
ENSP00000318861	ENSG00000087365	SF3B2
ENSP00000318867	ENSG00000180432	CYP8B1
ENSP00000318868	ENSG00000176974	SHMT1
ENSP00000318878	ENSG00000176269	OR4F21
ENSP00000318883	ENSG00000099968	BCL2L13
ENSP00000318884	ENSG00000155816	FMN2
ENSP00000318898	ENSG00000178150	ZNF114
ENSP00000318900	ENSG00000112320	SOBP
ENSP00000318902	ENSG00000114861	FOXP1
ENSP00000318912	ENSG00000185015	CA13
ENSP00000318914	ENSG00000176903	PNMA1
ENSP00000318916	ENSG00000019169	MARCO
ENSP00000318921	ENSG00000163072	NOSTRIN
ENSP00000318944	ENSG00000131653	TRAF7
ENSP00000318956	ENSG00000181963	OR52K2
ENSP00000318974	ENSG00000179083	FAM133A
ENSP00000318977	ENSG00000178295	GEN1
ENSP00000318982	ENSG00000133106	EPSTI1
ENSP00000318986	ENSG00000178694	NSUN3
ENSP00000318997	ENSG00000176198	OR11H4
ENSP00000318999	ENSG00000176029	C11orf16
ENSP00000319006	ENSG00000177352	CCDC71
ENSP00000319009	ENSG00000181458	TMEM45A
ENSP00000319052	ENSG00000177143	CETN1
ENSP00000319053	ENSG00000175691	ZNF77
ENSP00000319060	ENSG00000148660	CAMK2G
ENSP00000319062	ENSG00000181004	BBS12
ENSP00000319071	ENSG00000176219	OR11H6
ENSP00000319096	ENSG00000181467	RAP2B
ENSP00000319104	ENSG00000109111	SUPT6H
ENSP00000319118	ENSG00000180613	GSX2
ENSP00000319126	ENSG00000180872	DEFB112
ENSP00000319140	ENSG00000243130	PSG11
ENSP00000319141	ENSG00000071967	CYBRD1
ENSP00000319166	ENSG00000081138	CDH7
ENSP00000319169	ENSG00000100462	PRMT5
ENSP00000319170	ENSG00000178700	DHFRL1
ENSP00000319179	ENSG00000175707	C1orf172
ENSP00000319192	ENSG00000164543	STK17A
ENSP00000319197	ENSG00000176230	OR4K17
ENSP00000319208	ENSG00000152455	SUV39H2
ENSP00000319210	ENSG00000181031	RPH3AL
ENSP00000319217	ENSG00000176246	OR4L1
ENSP00000319222	ENSG00000197302	ZNF720
ENSP00000319231	ENSG00000181649	PHLDA2
ENSP00000319233	ENSG00000140332	TLE3
ENSP00000319240	ENSG00000111196	MAGOHB
ENSP00000319248	ENSG00000148516	ZEB1
ENSP00000319250	ENSG00000180929	GPR62
ENSP00000319254	ENSG00000179855	GIPC3
ENSP00000319255	ENSG00000110172	CHORDC1
ENSP00000319279	ENSG00000172175	MALT1
ENSP00000319281	ENSG00000176788	BASP1
ENSP00000319286	ENSG00000178732	GP5
ENSP00000319303	ENSG00000166435	XRRA1
ENSP00000319305	ENSG00000180938	ZNF572
ENSP00000319308	ENSG00000143248	RGS5
ENSP00000319318	ENSG00000066923	STAG3
ENSP00000319322	ENSG00000176253	OR4K13
ENSP00000319323	ENSG00000067221	STOML1
ENSP00000319336	ENSG00000179813	C13orf30
ENSP00000319341	ENSG00000181817	LSM10
ENSP00000319343	ENSG00000169169	CPT1C
ENSP00000319370	ENSG00000171121	KCNMB3
ENSP00000319371	ENSG00000132522	GPS2
ENSP00000319377	ENSG00000142405	NLRP12
ENSP00000319388	ENSG00000177943	MAMDC4
ENSP00000319412	ENSG00000170632	ARMC10
ENSP00000319417	ENSG00000165480	SKA3
ENSP00000319464	ENSG00000178772	CPN2
ENSP00000319474	ENSG00000176871	WSB2
ENSP00000319476	ENSG00000163600	ICOS
ENSP00000319479	ENSG00000176222	ZNF404
ENSP00000319482	ENSG00000188215	DCUN1D3
ENSP00000319486	ENSG00000130167	TSPAN16
ENSP00000319501	ENSG00000109814	UGDH
ENSP00000319506	ENSG00000213057	C1orf220
ENSP00000319511	ENSG00000176281	OR4K5
ENSP00000319531	ENSG00000140905	GCSH
ENSP00000319546	ENSG00000180658	OR2A4
ENSP00000319574	ENSG00000125454	SLC25A19
ENSP00000319590	ENSG00000176381	PRR18
ENSP00000319591	ENSG00000171385	KCND3
ENSP00000319597	ENSG00000174446	SNAPC5
ENSP00000319601	ENSG00000176294	OR4N2
ENSP00000319610	ENSG00000151322	NPAS3
ENSP00000319622	ENSG00000198203	SULT1C2
ENSP00000319623	ENSG00000103742	IGDCC4
ENSP00000319635	ENSG00000180871	CXCR2
ENSP00000319636	ENSG00000176383	B3GNT4
ENSP00000319651	ENSG00000176399	DMRTA1
ENSP00000319654	ENSG00000176299	OR4M1
ENSP00000319664	ENSG00000090273	NUDC
ENSP00000319673	ENSG00000117262	GPR89A
ENSP00000319678	ENSG00000166444	ST5
ENSP00000319690	ENSG00000092199	HNRNPC
ENSP00000319705	ENSG00000140274	DUOXA2
ENSP00000319713	ENSG00000177674	AGTRAP
ENSP00000319716	ENSG00000181896	ZNF101
ENSP00000319726	ENSG00000126391	FRMD8
ENSP00000319730	ENSG00000052344	PRSS8
ENSP00000319744	ENSG00000177464	GPR4
ENSP00000319756	ENSG00000111077	TENC1
ENSP00000319778	ENSG00000175756	AURKAIP1
ENSP00000319781	ENSG00000172780	RAB43
ENSP00000319788	ENSG00000181019	NQO1
ENSP00000319799	ENSG00000178804	H1FOO
ENSP00000319814	ENSG00000124253	PCK1
ENSP00000319817	ENSG00000125741	OPA3
ENSP00000319829	ENSG00000143373	ZNF687
ENSP00000319831	ENSG00000023892	DEF6
ENSP00000319851	ENSG00000016391	CHDH
ENSP00000319883	ENSG00000127507	EMR2
ENSP00000319897	ENSG00000005238	KIAA1539
ENSP00000319910	ENSG00000149100	EIF3M
ENSP00000319914	ENSG00000176907	C8orf4
ENSP00000319918	ENSG00000129636	ITFG1
ENSP00000319936	ENSG00000177337	
ENSP00000319974	ENSG00000114439	BBX
ENSP00000319977	ENSG00000104419	NDRG1
ENSP00000319979	ENSG00000175711	B3GNTL1
ENSP00000319984	ENSG00000181072	CHRM2
ENSP00000319991	ENSG00000108932	SLC16A6
ENSP00000319992	ENSG00000178307	TMEM11
ENSP00000320017	ENSG00000168490	PHYHIP
ENSP00000320025	ENSG00000165995	CACNB2
ENSP00000320038	ENSG00000004777	ARHGAP33
ENSP00000320043	ENSG00000120992	LYPLA1
ENSP00000320050	ENSG00000213015	ZNF580
ENSP00000320076	ENSG00000182040	USH1G
ENSP00000320077	ENSG00000176200	OR4D11
ENSP00000320081	ENSG00000181744	C3orf58
ENSP00000320083	ENSG00000077616	NAALAD2
ENSP00000320084	ENSG00000103855	CD276
ENSP00000320096	ENSG00000179922	ZNF784
ENSP00000320130	ENSG00000158560	DYNC1I1
ENSP00000320147	ENSG00000106462	EZH2
ENSP00000320168	ENSG00000070081	NUCB2
ENSP00000320171	ENSG00000067225	PKM2
ENSP00000320176	ENSG00000180353	HCLS1
ENSP00000320180	ENSG00000106128	GHRHR
ENSP00000320184	ENSG00000181610	MRPS23
ENSP00000320188	ENSG00000218891	ZNF579
ENSP00000320207	ENSG00000197414	GOLGA6L1
ENSP00000320219	ENSG00000180801	ARSJ
ENSP00000320232	ENSG00000175820	CCDC168
ENSP00000320234	ENSG00000169026	MFSD7
ENSP00000320236	ENSG00000177370	TIMM22
ENSP00000320239	ENSG00000092439	TRPM7
ENSP00000320246	ENSG00000181804	SLC9A9
ENSP00000320247	ENSG00000086159	AQP6
ENSP00000320251	ENSG00000163608	C3orf17
ENSP00000320252	ENSG00000112249	ASCC3
ENSP00000320291	ENSG00000141447	OSBPL1A
ENSP00000320295	ENSG00000198211	TUBB3
ENSP00000320302	ENSG00000176495	OR5AN1
ENSP00000320303	ENSG00000177692	DNAJC28
ENSP00000320309	ENSG00000179115	FARSA
ENSP00000320324	ENSG00000141279	NPEPPS
ENSP00000320337	ENSG00000176485	PLA2G16
ENSP00000320340	ENSG00000149091	DGKZ
ENSP00000320346	ENSG00000128886	ELL3
ENSP00000320347	ENSG00000180787	ZFP3
ENSP00000320349	ENSG00000101574	METTL4
ENSP00000320359	ENSG00000128581	RABL5
ENSP00000320376	ENSG00000181631	P2RY13
ENSP00000320378	ENSG00000092068	SLC7A8
ENSP00000320396	ENSG00000176515	
ENSP00000320401	ENSG00000197888	UGT2B17
ENSP00000320413	ENSG00000112210	RAB23
ENSP00000320416	ENSG00000176428	VPS37D
ENSP00000320430	ENSG00000171643	S100Z
ENSP00000320431	ENSG00000177511	ST8SIA3
ENSP00000320434	ENSG00000119326	CTNNAL1
ENSP00000320445	ENSG00000183117	CSMD1
ENSP00000320447	ENSG00000177463	NR2C2
ENSP00000320461	ENSG00000138303	ASCC1
ENSP00000320485	ENSG00000117713	ARID1A
ENSP00000320488	ENSG00000177432	NAP1L5
ENSP00000320493	ENSG00000125733	TRIP10
ENSP00000320503	ENSG00000179151	EDC3
ENSP00000320508	ENSG00000138942	RNF185
ENSP00000320509	ENSG00000153064	BANK1
ENSP00000320516	ENSG00000110047	EHD1
ENSP00000320520	ENSG00000178026	C22orf36
ENSP00000320532	ENSG00000180205	WFDC9
ENSP00000320543	ENSG00000072134	EPN2
ENSP00000320548	ENSG00000110011	DNAJC4
ENSP00000320557	ENSG00000072609	CHFR
ENSP00000320560	ENSG00000178358	OR2D3
ENSP00000320563	ENSG00000128815	WDFY4
ENSP00000320566	ENSG00000071243	ING3
ENSP00000320567	ENSG00000090263	MRPS33
ENSP00000320604	ENSG00000170271	C5orf4
ENSP00000320623	ENSG00000145916	RMND5B
ENSP00000320627	ENSG00000147789	ZNF7
ENSP00000320634	ENSG00000176463	SLCO3A1
ENSP00000320646	ENSG00000176715	ACSF3
ENSP00000320648	ENSG00000179698	KIAA1875
ENSP00000320649	ENSG00000179071	CCDC89
ENSP00000320650	ENSG00000059769	DNAJC25
ENSP00000320657	ENSG00000178932	
ENSP00000320658	ENSG00000139131	YARS2
ENSP00000320663	ENSG00000143924	EML4
